LONGITUDE,LATITUDE,RESPONSE:BINARY,EPSG:4326,OBSERVATION_DATE
-109.7247334,31.7694903,1,4326,1/1/1987
-97.9925537,26.4388176,1,4326,1/20/1987
-104.870697,31.9001007,1,4326,3/18/1987
-97.3647237,26.234302,1,4326,3/31/1987
-97.3647237,26.234302,1,4326,4/1/1987
-97.3475226,26.2285086,1,4326,4/4/1987
-98.4935913,29.4241295,1,4326,4/11/1987
-103.2663526,29.216651,1,4326,4/14/1987
-103.2663526,29.216651,1,4326,4/14/1987
-103.2663526,29.216651,1,4326,4/15/1987
-103.2663526,29.216651,1,4326,4/15/1987
-102.8506565,37.1495766,1,4326,4/20/1987
-102.8824675,36.842364,1,4326,4/25/1987
-99.5762582,29.8155087,1,4326,5/1/1987
-99.7121051,29.4950424,1,4326,5/1/1987
-102.8924561,30.8727615,1,4326,5/2/1987
-103.2663526,29.216651,1,4326,5/3/1987
-99.4918537,30.0750846,1,4326,5/3/1987
-102.3740387,31.7799754,1,4326,5/5/1987
-82.5139999,41.9553986,1,4326,5/7/1987
-82.5139999,41.9553986,1,4326,5/7/1987
-82.5139999,41.9553986,1,4326,5/7/1987
-82.5376815,41.9738492,1,4326,5/7/1987
-82.5096202,41.9219817,1,4326,5/8/1987
-82.5139999,41.9553986,1,4326,5/8/1987
-82.5139999,41.9553986,1,4326,5/8/1987
-82.5139999,41.9553986,1,4326,5/8/1987
-82.5139999,41.9553986,1,4326,5/8/1987
-82.5139999,41.9553986,1,4326,5/8/1987
-82.5434375,41.9815778,1,4326,5/8/1987
-82.5139999,41.9553986,1,4326,5/8/1987
-120.5161142,34.5757723,1,4326,5/9/1987
-104.34689,32.61821,1,4326,5/10/1987
-97.6535761,29.074897,1,4326,5/13/1987
-97.7893059,27.2215856,1,4326,5/16/1987
-102.1510476,39.6272825,1,4326,5/18/1987
-104.7044632,38.7962491,1,4326,5/23/1987
-106.73558,32.475304,1,4326,5/23/1987
-110.8863696,31.7835694,1,4326,5/24/1987
-104.4710999,32.1091003,1,4326,5/24/1987
-104.870697,31.9001007,1,4326,5/30/1987
-104.870697,31.9001007,1,4326,5/30/1987
-97.6535761,29.074897,1,4326,6/5/1987
-110.2644539,31.4228039,1,4326,6/8/1987
-110.2644539,31.4228039,1,4326,6/8/1987
-101.8082428,37.1241913,1,4326,6/13/1987
-101.8082428,37.1241913,1,4326,6/14/1987
-97.6535761,29.074897,1,4326,6/26/1987
-104.6678162,35.0357094,1,4326,7/5/1987
-104.5125,34.784924,1,4326,7/5/1987
-110.775,31.528,1,4326,7/7/1987
-110.905,31.41972,1,4326,7/14/1987
-101.6727483,30.6780349,1,4326,7/18/1987
-109.8243175,32.2298515,1,4326,7/25/1987
-109.8276401,31.4427605,1,4326,7/25/1987
-104.2162871,31.0647716,1,4326,7/30/1987
-104.1506052,30.762784,1,4326,7/30/1987
-104.15833,30.9446357,1,4326,7/30/1987
-80.0483286,42.5484184,1,4326,8/15/1987
-103.09586,34.112137,1,4326,8/15/1987
-110.775,31.528,1,4326,8/18/1987
-97.3647237,26.234302,1,4326,8/26/1987
-110.3183153,31.5061448,1,4326,9/6/1987
-97.6117858,35.560634,1,4326,9/12/1987
-102.9557133,29.1809226,1,4326,10/24/1987
-97.3515916,26.2112414,1,4326,10/27/1987
-97.6535761,29.074897,1,4326,12/4/1987
-98.414712,26.2292976,1,4326,12/16/1987
-98.414712,26.2292976,1,4326,12/16/1987
-97.5236821,27.8589126,1,4326,12/19/1987
-97.5236821,27.8589126,1,4326,12/19/1987
-99.1430283,26.5799304,1,4326,12/21/1987
-97.3425493,26.2163251,1,4326,12/23/1987
-99.1474915,26.5839986,1,4326,12/23/1987
-108.9773691,27.0233101,1,4326,12/29/1987
-97.5053437,28.9785349,1,4326,12/30/1987
