LONGITUDE,LATITUDE,RESPONSE:BINARY,EPSG:4326,OBSERVATION_DATE
-108.42781,30.77936,1,4326,1/1/2009
-108.4281934,30.83902,1,4326,1/3/2009
-99.1474915,26.5839986,1,4326,1/3/2009
-99.1474915,26.5839986,1,4326,1/3/2009
-99.1474915,26.5839986,1,4326,1/3/2009
-99.3383688,27.0948121,1,4326,1/4/2009
-105.104,28.0048,1,4326,1/5/2009
-99.9467468,29.3019686,1,4326,1/6/2009
-97.1168125,28.0421467,1,4326,1/14/2009
-97.1168125,28.0421467,1,4326,1/14/2009
-98.0584717,26.5332512,1,4326,1/19/2009
-110.079,31.1566,1,4326,1/20/2009
-99.1430969,26.5827007,1,4326,1/22/2009
-105.507,26.808,1,4326,1/29/2009
-105.493,26.8332,1,4326,1/29/2009
-108.509,31.2898,1,4326,1/30/2009
-110.1050162,31.4320923,1,4326,1/30/2009
-105.62,26.8452,1,4326,1/31/2009
-104.382,27.14,1,4326,2/9/2009
-105.239,26.0482,1,4326,2/10/2009
-102.291,28.4163,1,4326,2/11/2009
-102.298,28.4036,1,4326,2/11/2009
-102.294,28.3908,1,4326,2/11/2009
-102.159,28.3296,1,4326,2/12/2009
-102.365,28.2726,1,4326,2/13/2009
-105.041,26.0631,1,4326,2/13/2009
-102.346,28.4618,1,4326,2/14/2009
-99.3931089,25.7914384,1,4326,2/14/2009
-109.2787,31.3371,1,4326,2/14/2009
-97.3647237,26.234302,1,4326,2/14/2009
-102.412,28.5777,1,4326,2/16/2009
-102.408,28.5992,1,4326,2/16/2009
-102.413,28.6074,1,4326,2/16/2009
-102.283,28.364,1,4326,2/17/2009
-107.977,30.6814,1,4326,2/18/2009
-107.994,30.6804,1,4326,2/18/2009
-103.5921478,29.8010283,1,4326,2/21/2009
-97.9500675,26.5174313,1,4326,2/21/2009
-103.4670389,29.4917768,1,4326,2/22/2009
-102.9523341,29.1767592,1,4326,2/22/2009
-106.406,30.1042,1,4326,2/23/2009
-106.395,30.0762,1,4326,2/23/2009
-97.3495102,26.1078935,1,4326,2/23/2009
-98.3796179,26.1838822,1,4326,2/24/2009
-100.851059,32.2856814,1,4326,2/24/2009
-100.851059,32.2856814,1,4326,2/24/2009
-103.4670389,29.4917768,1,4326,2/25/2009
-97.9585648,26.124386,1,4326,2/25/2009
-107.9044619,31.8505058,1,4326,2/27/2009
-104.807,25.7406,1,4326,3/1/2009
-110.86575,32.62519,1,4326,3/1/2009
-103.5921478,29.8010283,1,4326,3/3/2009
-102.8652048,30.6038431,1,4326,3/5/2009
-99.1474915,26.5839986,1,4326,3/6/2009
-99.2652512,24.8404901,1,4326,3/7/2009
-103.1737661,29.6601246,1,4326,3/7/2009
-103.1737661,29.6601246,1,4326,3/7/2009
-103.4670389,29.4917768,1,4326,3/7/2009
-112.5969075,32.5163662,1,4326,3/11/2009
-112.9103136,32.7105945,1,4326,3/11/2009
-97.3172379,25.9544947,1,4326,3/11/2009
-97.4183462,26.0057269,1,4326,3/11/2009
-97.4183462,26.0057269,1,4326,3/11/2009
-100.8441925,23.7281548,1,4326,3/14/2009
-110.1408997,31.5478992,1,4326,3/14/2009
-103.4670389,29.4917768,1,4326,3/15/2009
-103.4670389,29.4917768,1,4326,3/15/2009
-97.4183462,26.0057269,1,4326,3/15/2009
-103.4670389,29.4917768,1,4326,3/16/2009
-104.3998146,33.4512089,1,4326,3/17/2009
-103.4670389,29.4917768,1,4326,3/17/2009
-98.0584717,26.5332512,1,4326,3/17/2009
-103.2663526,29.216651,1,4326,3/18/2009
-110.1076526,31.4384285,1,4326,3/19/2009
-104.3998146,33.4512089,1,4326,3/19/2009
-103.4670389,29.4917768,1,4326,3/19/2009
-99.1124725,26.697772,1,4326,3/19/2009
-97.46521,26.0192259,1,4326,3/20/2009
-103.0903816,30.3016125,1,4326,3/21/2009
-103.9113522,30.8057728,1,4326,3/21/2009
-103.6317158,31.6595184,1,4326,3/21/2009
-103.0903816,30.3016125,1,4326,3/22/2009
-103.9113522,30.8057728,1,4326,3/22/2009
-97.9572719,26.1258695,1,4326,3/26/2009
-102.1520283,21.5688146,1,4326,3/27/2009
-97.4183462,26.0057269,1,4326,3/29/2009
-97.46521,26.0192259,1,4326,3/29/2009
-109.915,31.3659,1,4326,3/30/2009
-103.6580658,30.3702093,1,4326,3/30/2009
-99.6700931,29.8291406,1,4326,3/30/2009
-103.4670389,29.4917768,1,4326,3/31/2009
-110.6616783,31.7726703,1,4326,4/1/2009
-97.3647237,26.234302,1,4326,4/2/2009
-102.135352,21.5972579,1,4326,4/3/2009
-97.4904876,25.911388,1,4326,4/3/2009
-99.1138458,26.5142056,1,4326,4/4/2009
-99.1138458,26.5142056,1,4326,4/4/2009
-101.799521,30.46857,1,4326,4/4/2009
-99.7533488,29.4275812,1,4326,4/5/2009
-103.4670389,29.4917768,1,4326,4/6/2009
-97.4183462,26.0057269,1,4326,4/6/2009
-97.4183462,26.0057269,1,4326,4/6/2009
-97.4183462,26.0057269,1,4326,4/6/2009
-99.1474915,26.5839986,1,4326,4/6/2009
-98.0017376,30.5179807,1,4326,4/7/2009
-102.1520283,21.5688146,1,4326,4/8/2009
-97.4183462,26.0057269,1,4326,4/8/2009
-97.4183462,26.0057269,1,4326,4/8/2009
-97.4183462,26.0057269,1,4326,4/8/2009
-97.4183462,26.0057269,1,4326,4/8/2009
-97.3954296,26.083613,1,4326,4/8/2009
-97.3954296,26.083613,1,4326,4/8/2009
-97.3954296,26.083613,1,4326,4/8/2009
-97.3954296,26.083613,1,4326,4/8/2009
-99.1474915,26.5839986,1,4326,4/8/2009
-99.2367125,26.8592505,1,4326,4/8/2009
-99.2367125,26.8592505,1,4326,4/8/2009
-99.2367125,26.8592505,1,4326,4/8/2009
-110.8655477,31.7861138,1,4326,4/10/2009
-103.4670389,29.4917768,1,4326,4/10/2009
-98.30249,28.74746,1,4326,4/11/2009
-103.5921478,29.8010283,1,4326,4/11/2009
-99.1062927,26.5309475,1,4326,4/11/2009
-99.1062927,26.5309475,1,4326,4/11/2009
-99.1062927,26.5309475,1,4326,4/11/2009
-99.1062927,26.5309475,1,4326,4/11/2009
-100.5033213,31.4677918,1,4326,4/11/2009
-100.5033213,31.4677918,1,4326,4/11/2009
-97.7340317,30.2876242,1,4326,4/11/2009
-103.8142455,33.4176291,1,4326,4/12/2009
-109.915,31.3659,1,4326,4/13/2009
-103.4670389,29.4917768,1,4326,4/13/2009
-97.9788637,26.1781631,1,4326,4/13/2009
-99.1615982,26.5575008,1,4326,4/13/2009
-99.0189583,26.4052015,1,4326,4/13/2009
-103.9347249,30.5962706,1,4326,4/14/2009
-98.3394384,28.4717282,1,4326,4/14/2009
-98.3394384,28.4717282,1,4326,4/14/2009
-103.6580658,30.3702093,1,4326,4/15/2009
-102.1103883,31.9564589,1,4326,4/15/2009
-102.1084705,31.9604868,1,4326,4/15/2009
-97.46521,26.0192259,1,4326,4/16/2009
-97.46521,26.0192259,1,4326,4/16/2009
-101.89044,37.00812,1,4326,4/17/2009
-97.4183462,26.0057269,1,4326,4/17/2009
-100.5674744,32.7341513,1,4326,4/17/2009
-100.5674744,32.7341513,1,4326,4/17/2009
-103.814605,33.417636,1,4326,4/18/2009
-104.3998146,33.4512089,1,4326,4/18/2009
-103.7959099,33.4729766,1,4326,4/18/2009
-103.176443,33.6289405,1,4326,4/18/2009
-100.5719376,32.7366061,1,4326,4/18/2009
-101.9390278,35.2363611,1,4326,4/18/2009
-102.1138,34.9101471,1,4326,4/18/2009
-103.7864685,30.9448014,1,4326,4/18/2009
-101.799521,30.46857,1,4326,4/18/2009
-101.89044,37.00812,1,4326,4/19/2009
-103.3403836,33.6425123,1,4326,4/19/2009
-103.7991207,34.4343548,1,4326,4/19/2009
-103.7991207,34.4343548,1,4326,4/19/2009
-103.12638,33.637035,1,4326,4/19/2009
-103.1835938,30.1546272,1,4326,4/19/2009
-101.6727483,30.6780349,1,4326,4/19/2009
-98.1448603,26.0693506,1,4326,4/19/2009
-103.6580658,30.3702093,1,4326,4/20/2009
