LONGITUDE,LATITUDE,RESPONSE:BINARY,EPSG:4326,OBSERVATION_DATE
-109.12343,31.812233,1,4326,1/1/2006
-108.42781,30.77936,1,4326,1/5/2006
-97.4183462,26.0057269,1,4326,1/7/2006
-106.8227566,32.2621069,1,4326,1/11/2006
-109.261533,31.3558004,1,4326,1/13/2006
-98.1330503,26.0787993,1,4326,1/21/2006
-98.3794785,26.1855574,1,4326,1/22/2006
-105.20151,31.93871,1,4326,2/4/2006
-99.1474915,26.5839986,1,4326,2/19/2006
-99.1474915,26.5839986,1,4326,2/22/2006
-99.4293165,27.5715528,1,4326,2/23/2006
-109.261533,31.3558004,1,4326,2/25/2006
-110.7868486,31.7974086,1,4326,2/26/2006
-102.1103883,31.9564589,1,4326,3/1/2006
-99.1474915,26.5839986,1,4326,3/2/2006
-99.1474915,26.5839986,1,4326,3/2/2006
-97.3647237,26.234302,1,4326,3/4/2006
-99.1042086,26.578575,1,4326,3/4/2006
-99.1338319,26.579079,1,4326,3/4/2006
-99.1261541,26.5651323,1,4326,3/13/2006
-99.1261541,26.5651323,1,4326,3/13/2006
-109.261533,31.3558004,1,4326,3/16/2006
-97.391251,26.349588,1,4326,3/16/2006
-97.391251,26.349588,1,4326,3/16/2006
-99.1162062,26.5148584,1,4326,3/19/2006
-99.1565681,26.5340383,1,4326,3/19/2006
-97.3475226,26.2285086,1,4326,3/20/2006
-97.9093409,27.5183197,1,4326,3/20/2006
-99.1474915,26.5839986,1,4326,3/20/2006
-97.3647237,26.234302,1,4326,3/21/2006
-103.8373661,30.5380904,1,4326,3/24/2006
-103.4670389,29.4917768,1,4326,3/25/2006
-97.3647237,26.234302,1,4326,3/25/2006
-97.7707243,26.7876524,1,4326,3/25/2006
-100.544395,31.536681,1,4326,3/25/2006
-100.544395,31.536681,1,4326,3/25/2006
-97.32089,32.72543,1,4326,3/26/2006
-110.1408997,31.5478992,1,4326,3/27/2006
-97.8555253,27.4774824,1,4326,3/27/2006
